From Cutflow bin1
5991804.0
606855.9375
27104.255859375
4223.39990234375
205401.09375
18133.77734375
mc sum,861718.4643554688
From Cutflow bin2
4815140.0
147784.90625
3430.125
1345.6571044921875
27240.2578125
4136.71044921875
mc sum,183937.65661621094
From Cutflow bin3
230442.0
871701.75
11415.521484375
11665.416015625
87720.15625
32717.2890625
mc sum,1015220.1328125
From Cutflow bin4
138930.0
666630.625
9033.39453125
8470.6640625
66368.1484375
23950.669921875
mc sum,774453.501953125
From Cutflow bin5
137754.0
580030.6875
7851.4755859375
7085.1923828125
56994.203125
20046.83984375
mc sum,672008.3984375
From Cutflow bin6
137754.0
580030.6875
7851.4755859375
7085.1923828125
56994.203125
20046.83984375
mc sum,672008.3984375
From Cutflow bin7
137667.0
579799.9375
7851.4755859375
7081.34423828125
56993.125
20039.453125
mc sum,671765.3354492188
