From Cutflow bin1
8120175.0
396396.65625
19978.33984375
11597.5625
148060.625
13011.1201171875
mc sum,589044.3037109375
From Cutflow bin2
7533839.0
136377.15625
3519.92138671875
3262.984130859375
29065.515625
3609.064453125
mc sum,175834.64184570312
From Cutflow bin3
324180.0
630845.8125
6716.6826171875
15634.7763671875
55432.29296875
18805.91796875
mc sum,727435.482421875
From Cutflow bin4
207393.0
593929.75
6161.46044921875
13928.3642578125
49555.21484375
17545.849609375
mc sum,681120.6391601562
From Cutflow bin5
205671.0
340806.0625
3669.66455078125
7875.99365234375
29395.419921875
9637.109375
mc sum,391384.25
From Cutflow bin6
205671.0
340806.0625
3669.66455078125
7875.99365234375
29395.419921875
9637.109375
mc sum,391384.25
From Cutflow bin7
205464.0
339659.71875
3669.66455078125
7841.7998046875
29397.7109375
9594.5947265625
mc sum,390163.48876953125
